#time,accel_x,accel_y,accel_z
600.592468,5255.462188,8364.327145,-383.047749
600.592788,4959.379811,8068.244768,0.000000
600.593109,4885.359217,7846.182985,0.000000
600.593430,5255.462188,8142.265362,-229.828649
600.593750,4811.338623,8142.265362,-383.047749
600.594071,4959.379811,8364.327145,-229.828649
600.594392,4885.359217,8216.285956,-306.438199
600.594712,5033.400406,8068.244768,-536.266849
600.595033,4811.338623,8216.285956,-306.438199
600.595354,5329.482782,8216.285956,-306.438199
600.595674,4959.379811,8142.265362,-229.828649
600.595995,4959.379811,7846.182985,-536.266849
600.596316,4959.379811,7920.203579,0.000000
600.596636,4959.379811,7846.182985,-153.219100
600.596957,4663.297435,8290.306550,229.828649
600.597278,4811.338623,7846.182985,229.828649
600.597598,5181.441594,8216.285956,-306.438199
600.597919,4959.379811,7994.224174,-229.828649
600.598240,4885.359217,7920.203579,-153.219100
600.598560,4737.318029,7920.203579,0.000000
600.598881,4737.318029,7994.224174,-76.609550
600.599202,4959.379811,8142.265362,-76.609550
600.599522,4811.338623,7846.182985,-153.219100
600.599843,4885.359217,7994.224174,0.000000
600.600164,4811.338623,8290.306550,0.000000
600.600484,4737.318029,8216.285956,-76.609550
600.600805,4737.318029,7994.224174,-76.609550
600.601126,4885.359217,8216.285956,0.000000
600.601446,5255.462188,7994.224174,-306.438199
600.601767,4959.379811,7920.203579,-383.047749
600.602088,4959.379811,7920.203579,-229.828649
600.602408,4959.379811,8068.244768,-76.609550
600.602729,4885.359217,7920.203579,-153.219100
600.603050,4811.338623,8142.265362,0.000000
600.603370,4589.276840,7920.203579,-536.266849
600.603691,3997.112087,7179.997637,-383.047749
600.604012,4589.276840,7772.162391,153.219100
600.604332,4811.338623,9252.574275,-766.095498
600.604653,4515.256246,9918.759623,-1378.971896
600.604974,4737.318029,9992.780217,-1302.362347
600.605294,4515.256246,9696.697840,-919.314598
600.605615,3775.050304,9178.553681,0.000000
600.605936,3182.885551,8438.347739,919.314598
600.606256,2886.803174,8882.471304,1149.143247
600.606577,2738.761985,9326.594869,153.219100
600.606898,2590.720797,9252.574275,-459.657299
600.607218,2738.761985,8586.388927,-383.047749
600.607539,3034.844362,9104.533087,-383.047749
600.607860,3034.844362,9474.636058,459.657299
600.608180,2442.679609,9474.636058,689.485948
600.608501,2146.597232,8660.409521,229.828649
600.608822,2368.659014,9622.677246,-536.266849
600.609142,2072.576638,10807.006753,-919.314598
600.609463,1998.556043,11769.274478,-1225.752797
600.609784,1776.494261,11991.336260,-919.314598
600.610104,1628.453072,12065.356855,-612.876398
600.610425,222.061783,11103.089130,-995.924147
600.610746,-666.185348,10732.986159,-1762.019645
600.611066,-1480.411884,11991.336260,-842.705048
600.611387,-1480.411884,12213.398043,153.219100
600.611708,-1554.432478,12361.439231,995.924147
600.612028,-1184.329507,11991.336260,842.705048
600.612349,-962.267725,12361.439231,1838.629195
600.612670,-1480.411884,12953.603985,1838.629195
600.612990,-2294.638420,11769.274478,1532.190996
600.613311,-1998.556043,10288.862594,0.000000
600.613632,-1332.370696,9696.697840,-153.219100
600.613952,-1036.288319,9474.636058,306.438199
600.614273,-518.144159,9696.697840,612.876398
600.614594,0.000000,10362.883188,459.657299
600.614914,666.185348,11029.068536,-842.705048
600.615235,1406.391290,11103.089130,-1532.190996
600.615556,1998.556043,10658.965565,-1302.362347
600.615876,2738.761985,10510.924376,76.609550
600.616197,3256.906145,10881.027347,229.828649
600.616518,2738.761985,9844.739029,-536.266849
600.616838,2294.638420,8956.491898,-2221.676944
600.617159,1776.494261,9104.533087,-1915.238745
600.617480,2220.617826,9770.718434,-1378.971896
600.617800,2072.576638,10066.800811,-689.485948
600.618121,1924.535449,10140.821405,-919.314598
600.618442,1480.411884,10881.027347,-459.657299
600.618762,444.123565,11473.192101,76.609550
600.619083,-740.205942,10881.027347,919.314598
600.619404,-666.185348,10066.800811,766.095498
600.619724,-518.144159,9992.780217,995.924147
600.620045,-296.082377,10140.821405,1072.533697
600.620366,-666.185348,10362.883188,536.266849
600.620686,-370.102971,11473.192101,689.485948
600.621007,74.020594,11917.315666,995.924147
600.621328,666.185348,11695.253884,995.924147
600.621648,888.247130,11177.109724,612.876398
600.621969,740.205942,10584.944971,76.609550
600.622290,1258.350101,10214.842000,-383.047749
600.622610,1998.556043,9696.697840,306.438199
600.622931,1480.411884,9400.615463,0.000000
600.623252,1924.535449,8660.409521,-383.047749
600.623572,2442.679609,8956.491898,-766.095498
600.623893,2886.803174,10214.842000,-995.924147
600.624214,2590.720797,10955.047942,-612.876398
600.624534,3256.906145,10732.986159,-612.876398
600.624855,3627.009116,10584.944971,-1225.752797
600.625176,3182.885551,9992.780217,-995.924147
600.625496,2738.761985,9770.718434,-459.657299
600.625817,2220.617826,10362.883188,-1225.752797
600.626138,1110.308913,11251.130318,-612.876398
600.626458,740.205942,11399.171507,-459.657299
600.626779,592.164754,11251.130318,-689.485948
600.627100,74.020594,10584.944971,-1378.971896
600.627420,-592.164754,9770.718434,-766.095498
600.627741,-1480.411884,9030.512492,-766.095498
600.628062,-1776.494261,8882.471304,229.828649
600.628382,-1554.432478,9474.636058,995.924147
600.628703,-296.082377,11251.130318,1685.410096
600.629024,666.185348,13027.624579,1532.190996
600.629344,814.226536,14434.015869,1149.143247
600.629665,1036.288319,13841.851115,229.828649
600.629986,1702.473667,11695.253884,-536.266849
