#time,accel_x,accel_y,accel_z
146.401086,4885.359217,7846.182985,76.609550
146.401407,5107.421000,7920.203579,0.000000
146.401728,4959.379811,8068.244768,0.000000
146.402049,4885.359217,8068.244768,-153.219100
146.402370,5107.421000,7994.224174,-383.047749
146.402691,4885.359217,7698.141797,0.000000
146.403012,4737.318029,7994.224174,-153.219100
146.403333,4959.379811,7846.182985,-306.438199
146.403654,5033.400406,7846.182985,0.000000
146.403975,4885.359217,7994.224174,0.000000
146.404296,5107.421000,7994.224174,0.000000
146.404617,5255.462188,8068.244768,0.000000
146.404938,4959.379811,7920.203579,0.000000
146.405258,4959.379811,8216.285956,-153.219100
146.405579,5033.400406,8216.285956,-76.609550
146.405900,5255.462188,8216.285956,0.000000
146.406221,5107.421000,8142.265362,-229.828649
146.406542,5033.400406,7994.224174,0.000000
146.406863,4885.359217,8142.265362,-153.219100
146.407184,5255.462188,7994.224174,0.000000
146.407505,5107.421000,7994.224174,-229.828649
146.407826,5107.421000,7846.182985,0.000000
146.408147,4811.338623,8290.306550,0.000000
146.408468,4885.359217,8216.285956,-383.047749
146.408789,4811.338623,7994.224174,-153.219100
146.409110,5033.400406,7920.203579,-229.828649
146.409430,5107.421000,8142.265362,0.000000
146.409751,4737.318029,8216.285956,0.000000
146.410072,4737.318029,8142.265362,0.000000
146.410393,4811.338623,8216.285956,-306.438199
146.410714,4959.379811,8068.244768,-229.828649
146.411035,5107.421000,8216.285956,0.000000
146.411356,4737.318029,8216.285956,-229.828649
146.411677,4885.359217,7994.224174,-229.828649
146.411998,5033.400406,8290.306550,0.000000
146.412319,5033.400406,7994.224174,-229.828649
146.412640,5329.482782,7772.162391,-229.828649
146.412961,4811.338623,8068.244768,0.000000
146.413281,4515.256246,7772.162391,-612.876398
146.413602,4441.235652,7402.059420,-153.219100
146.413923,4293.194464,7624.121203,0.000000
146.414244,4663.297435,8882.471304,-383.047749
146.414565,4515.256246,9696.697840,-842.705048
146.414886,4737.318029,9548.656652,-1072.533697
146.415207,5033.400406,9696.697840,-612.876398
146.415528,4811.338623,9918.759623,-229.828649
146.415849,3552.988522,9178.553681,229.828649
146.416170,3034.844362,7476.080014,536.266849
146.416491,3108.864956,7105.977043,766.095498
146.416812,3330.926739,7846.182985,1072.533697
146.417133,3701.029710,8142.265362,0.000000
146.417453,3701.029710,8438.347739,-995.924147
146.417774,4367.215058,8512.368333,-689.485948
146.418095,4145.153275,8512.368333,153.219100
146.418416,4515.256246,8956.491898,229.828649
146.418737,4145.153275,9400.615463,-689.485948
146.419058,3182.885551,9178.553681,-1685.410096
146.419379,3552.988522,9622.677246,-1302.362347
146.419700,3923.091493,10658.965565,-459.657299
146.420021,2812.782580,10881.027347,-1072.533697
146.420342,1924.535449,9326.594869,-766.095498
146.420663,2590.720797,9030.512492,0.000000
146.420984,1998.556043,9992.780217,0.000000
146.421305,888.247130,9918.759623,-153.219100
146.421625,1924.535449,9030.512492,0.000000
146.421946,2220.617826,8882.471304,766.095498
146.422267,2220.617826,9252.574275,2528.115143
146.422588,2220.617826,9252.574275,2298.286494
146.422909,2664.741391,9696.697840,-612.876398
146.423230,1702.473667,10066.800811,-1991.848295
146.423551,1998.556043,10955.047942,-536.266849
146.423872,2886.803174,9474.636058,-383.047749
146.424193,3627.009116,8808.450710,-229.828649
146.424514,3701.029710,9474.636058,153.219100
146.424835,2516.700203,9918.759623,-229.828649
146.425156,3182.885551,9326.594869,-842.705048
146.425477,4071.132681,9252.574275,-612.876398
146.425797,4293.194464,9104.533087,0.000000
146.426118,4589.276840,8586.388927,306.438199
146.426439,4959.379811,9326.594869,383.047749
146.426760,3404.947333,9326.594869,-229.828649
146.427081,3552.988522,8290.306550,0.000000
146.427402,4663.297435,7179.997637,-229.828649
146.427723,4737.318029,6957.935855,0.000000
146.428044,4515.256246,7550.100608,1149.143247
146.428365,5477.523971,7920.203579,1072.533697
146.428686,5551.544565,7550.100608,153.219100
146.429007,5921.647536,7550.100608,-612.876398
146.429328,6439.791695,7105.977043,0.000000
146.429648,6809.894666,6143.709319,-612.876398
146.429969,7254.018232,6365.771101,-995.924147
146.430290,7476.080014,6587.832884,-612.876398
146.430611,7550.100608,5921.647536,-612.876398
146.430932,8290.306550,6291.750507,-459.657299
146.431253,7550.100608,6883.915261,-612.876398
146.431574,7402.059420,6957.935855,-1072.533697
146.431895,7920.203579,7105.977043,-1149.143247
146.432216,7179.997637,6661.853478,-919.314598
146.432537,6809.894666,6661.853478,-383.047749
146.432858,6957.935855,6661.853478,0.000000
146.433179,6661.853478,6513.812290,0.000000
146.433500,5699.585753,6809.894666,0.000000
146.433820,5625.565159,7476.080014,0.000000
146.434141,4959.379811,7846.182985,-842.705048
146.434462,4367.215058,8290.306550,-689.485948
146.434783,4441.235652,8956.491898,0.000000
146.435104,4367.215058,9400.615463,153.219100
146.435425,3923.091493,9252.574275,-383.047749
146.435746,3182.885551,9326.594869,-536.266849
146.436067,2812.782580,9400.615463,-229.828649
146.436388,2886.803174,9030.512492,766.095498
146.436709,2960.823768,9400.615463,919.314598
146.437030,3256.906145,9770.718434,536.266849
146.437351,3627.009116,9770.718434,0.000000
146.437672,4145.153275,9992.780217,0.000000
146.437992,3849.070898,9400.615463,383.047749
146.438313,4293.194464,8734.430116,995.924147
146.438634,4737.318029,8216.285956,919.314598
146.438955,4589.276840,7846.182985,0.000000
146.439276,4515.256246,7846.182985,0.000000
146.439597,4885.359217,7624.121203,0.000000
146.439918,5107.421000,8216.285956,-689.485948
146.440239,5551.544565,8364.327145,-995.924147
146.440560,5625.565159,8364.327145,-1072.533697
146.440881,5847.626942,8142.265362,-995.924147
146.441202,5847.626942,8438.347739,-1072.533697
146.441523,5477.523971,8142.265362,-689.485948
146.441844,5403.503377,8216.285956,-919.314598
146.442164,4885.359217,8068.244768,-1149.143247
146.442485,4589.276840,8438.347739,-995.924147
146.442806,4589.276840,8142.265362,-306.438199
146.443127,4293.194464,8142.265362,76.609550
146.443448,3849.070898,8216.285956,153.219100
146.443769,3701.029710,8290.306550,0.000000
146.444090,3552.988522,8586.388927,0.000000
146.444411,3775.050304,8364.327145,383.047749
146.444732,3404.947333,8586.388927,306.438199
146.445053,3404.947333,8290.306550,1149.143247
146.445374,3775.050304,8290.306550,536.266849
146.445695,3627.009116,8882.471304,0.000000
146.446015,3997.112087,8882.471304,-306.438199
146.446336,4367.215058,8734.430116,-153.219100
146.446657,5033.400406,8216.285956,383.047749
146.446978,5181.441594,8290.306550,612.876398
146.447299,5625.565159,7920.203579,536.266849
146.447620,5773.606348,7105.977043,76.609550
146.447941,6143.709319,6661.853478,0.000000
146.448262,6365.771101,6439.791695,383.047749
146.448583,6809.894666,6143.709319,306.438199
146.448904,7402.059420,5921.647536,0.000000
