#time,accel_x,accel_y,accel_z
191.123191,4885.359217,8364.327145,0.000000
191.123512,4959.379811,7920.203579,-153.219100
191.123833,5033.400406,8068.244768,0.000000
191.124154,4811.338623,8068.244768,0.000000
191.124474,5107.421000,8068.244768,-229.828649
191.124795,4811.338623,8142.265362,-153.219100
191.125116,4885.359217,8068.244768,-306.438199
191.125437,5107.421000,8068.244768,-306.438199
191.125758,4811.338623,7994.224174,0.000000
191.126078,4811.338623,7846.182985,-76.609550
191.126399,4959.379811,7772.162391,0.000000
191.126720,4959.379811,7994.224174,0.000000
191.127041,4959.379811,7994.224174,0.000000
191.127362,5107.421000,8290.306550,0.000000
191.127682,4811.338623,8216.285956,76.609550
191.128003,4959.379811,7994.224174,-153.219100
191.128324,4885.359217,7920.203579,0.000000
191.128645,4959.379811,8142.265362,0.000000
191.128966,5033.400406,7994.224174,-306.438199
191.129286,4959.379811,7698.141797,-306.438199
191.129607,5033.400406,7994.224174,0.000000
191.129928,4663.297435,8290.306550,0.000000
191.130249,5033.400406,8142.265362,0.000000
191.130570,5033.400406,7920.203579,0.000000
191.130890,5033.400406,8142.265362,-76.609550
191.131211,5107.421000,7994.224174,-229.828649
191.131532,4959.379811,7920.203579,0.000000
191.131853,4811.338623,7994.224174,0.000000
191.132173,4959.379811,7920.203579,-229.828649
191.132494,5033.400406,7994.224174,153.219100
191.132815,5181.441594,7994.224174,-306.438199
191.133136,4959.379811,8142.265362,-229.828649
191.133457,5033.400406,8068.244768,0.000000
191.133777,5033.400406,8290.306550,-229.828649
191.134098,4959.379811,8068.244768,-153.219100
191.134419,4737.318029,7994.224174,0.000000
191.134740,4737.318029,7994.224174,-383.047749
191.135061,4589.276840,7624.121203,-383.047749
191.135381,3775.050304,7920.203579,0.000000
191.135702,4663.297435,9252.574275,-383.047749
191.136023,4441.235652,9770.718434,-919.314598
191.136344,4737.318029,9918.759623,-1149.143247
191.136665,4663.297435,9400.615463,-1072.533697
191.136985,4145.153275,8586.388927,-306.438199
191.137306,3330.926739,8512.368333,612.876398
191.137627,3182.885551,9400.615463,995.924147
191.137948,2664.741391,9696.697840,766.095498
191.138269,2812.782580,8882.471304,306.438199
191.138589,2812.782580,8142.265362,-383.047749
191.138910,3108.864956,8586.388927,-612.876398
191.139231,2960.823768,9400.615463,76.609550
191.139552,2812.782580,9548.656652,153.219100
191.139873,2294.638420,9104.533087,229.828649
191.140193,2516.700203,8956.491898,0.000000
191.140514,2220.617826,9992.780217,-459.657299
191.140835,1702.473667,11399.171507,-995.924147
191.141156,1406.391290,11843.295072,-1302.362347
191.141476,1184.329507,11547.212695,-1378.971896
191.141797,444.123565,11325.150913,-689.485948
191.142118,0.000000,10732.986159,-1378.971896
191.142439,-592.164754,11769.274478,-842.705048
191.142760,-1702.473667,12953.603985,306.438199
191.143080,-2220.617826,12953.603985,536.266849
191.143401,-1776.494261,12213.398043,1149.143247
191.143722,-962.267725,11769.274478,1608.800546
191.144043,-1554.432478,11843.295072,2068.457845
191.144364,-2368.659014,11843.295072,1455.581446
191.144684,-2442.679609,11029.068536,-153.219100
191.145005,-1776.494261,10214.842000,-1149.143247
191.145326,-1554.432478,9844.739029,76.609550
191.145647,-518.144159,10214.842000,995.924147
191.145968,0.000000,10584.944971,842.705048
191.146288,222.061783,11177.109724,-383.047749
191.146609,740.205942,11843.295072,-1225.752797
191.146930,1924.535449,10881.027347,-1378.971896
191.147251,2516.700203,10584.944971,0.000000
191.147572,3256.906145,10362.883188,229.828649
191.147892,2294.638420,10584.944971,-1378.971896
191.148213,1628.453072,9474.636058,-2604.724693
191.148534,1776.494261,9178.553681,-1685.410096
191.148855,2220.617826,9474.636058,-459.657299
191.149176,2072.576638,9770.718434,76.609550
191.149496,1628.453072,10066.800811,0.000000
191.149817,1332.370696,11177.109724,-689.485948
191.150138,0.000000,11547.212695,0.000000
191.150459,-296.082377,11103.089130,383.047749
191.150779,-296.082377,10288.862594,842.705048
191.151100,296.082377,10214.842000,153.219100
191.151421,0.000000,10288.862594,842.705048
191.151742,-1036.288319,10658.965565,1072.533697
191.152063,-666.185348,10881.027347,1225.752797
191.152383,370.102971,11547.212695,1455.581446
191.152704,1110.308913,11325.150913,1302.362347
191.153025,1776.494261,11177.109724,76.609550
191.153346,1924.535449,10807.006753,-689.485948
191.153667,1776.494261,10288.862594,-1149.143247
191.153987,1480.411884,9770.718434,-919.314598
191.154308,1702.473667,9104.533087,-536.266849
191.154629,2072.576638,8216.285956,153.219100
191.154950,2072.576638,9030.512492,229.828649
191.155271,2220.617826,10140.821405,0.000000
191.155591,2590.720797,11251.130318,-612.876398
191.155912,2738.761985,10807.006753,-1072.533697
191.156233,3034.844362,9622.677246,-1378.971896
191.156554,3330.926739,9400.615463,-1149.143247
191.156875,2960.823768,9622.677246,-995.924147
191.157195,2294.638420,10288.862594,-1149.143247
191.157516,2072.576638,11177.109724,-459.657299
191.157837,1776.494261,10807.006753,-76.609550
