#time,accel_x,accel_y,accel_z
188.946663,5181.441594,8068.244768,0.000000
188.946983,4885.359217,8068.244768,0.000000
188.947304,4885.359217,8068.244768,0.000000
188.947625,4885.359217,8142.265362,-153.219100
188.947945,5033.400406,8068.244768,0.000000
188.948266,4885.359217,7846.182985,0.000000
188.948587,4959.379811,8068.244768,-229.828649
188.948908,5181.441594,7920.203579,0.000000
188.949228,5181.441594,8290.306550,0.000000
188.949549,4959.379811,8142.265362,0.000000
188.949870,5033.400406,7920.203579,-229.828649
188.950190,4737.318029,7994.224174,-306.438199
188.950511,4959.379811,8142.265362,0.000000
188.950832,5255.462188,8142.265362,0.000000
188.951153,5255.462188,7698.141797,0.000000
188.951473,4959.379811,8216.285956,-459.657299
188.951794,4959.379811,7994.224174,-76.609550
188.952115,4811.338623,7994.224174,-229.828649
188.952435,5181.441594,8142.265362,-76.609550
188.952756,4885.359217,8068.244768,0.000000
188.953077,4737.318029,8142.265362,0.000000
188.953398,4885.359217,8068.244768,0.000000
188.953718,5107.421000,8068.244768,-229.828649
188.954039,4737.318029,8216.285956,-153.219100
188.954360,5107.421000,8216.285956,-612.876398
188.954680,4737.318029,7920.203579,-76.609550
188.955001,4885.359217,8142.265362,0.000000
188.955322,5033.400406,7920.203579,-306.438199
188.955643,4959.379811,8068.244768,-306.438199
188.955963,4959.379811,7994.224174,0.000000
188.956284,4811.338623,8216.285956,-306.438199
188.956605,4959.379811,7994.224174,0.000000
188.956926,4663.297435,7920.203579,-383.047749
188.957246,4441.235652,7550.100608,0.000000
188.957567,4219.173869,7550.100608,0.000000
188.957888,4663.297435,8956.491898,-229.828649
188.958208,4441.235652,9400.615463,-536.266849
188.958529,4737.318029,9622.677246,-1149.143247
188.958850,4737.318029,9770.718434,-612.876398
188.959171,4589.276840,9696.697840,-229.828649
188.959491,3997.112087,9326.594869,459.657299
188.959812,3330.926739,7772.162391,459.657299
188.960133,2960.823768,7105.977043,383.047749
188.960453,3627.009116,7550.100608,995.924147
188.960774,3552.988522,8364.327145,383.047749
188.961095,3849.070898,8586.388927,-766.095498
188.961416,4441.235652,8438.347739,-689.485948
188.961736,4663.297435,8438.347739,-229.828649
188.962057,4663.297435,9104.533087,229.828649
188.962378,4145.153275,9030.512492,-536.266849
188.962698,3404.947333,9178.553681,-1455.581446
188.963019,3404.947333,9622.677246,-1149.143247
188.963340,3478.967927,10807.006753,-612.876398
188.963661,2442.679609,10807.006753,-1149.143247
188.963981,1480.411884,9918.759623,-919.314598
188.964302,2220.617826,9992.780217,-229.828649
