#time,accel_x,accel_y,accel_z
591.860355,0.000000,229.828649,9030.512492
591.860677,0.000000,306.438199,9474.636058
591.861000,-222.061783,383.047749,9400.615463
591.861323,-222.061783,229.828649,9400.615463
591.861645,-148.041188,459.657299,9474.636058
591.861968,-296.082377,383.047749,9326.594869
591.862291,0.000000,-0.000000,9326.594869
591.862613,0.000000,-0.000000,9400.615463
591.862936,-148.041188,-0.000000,9030.512492
591.863259,-296.082377,-0.000000,9400.615463
591.863581,0.000000,229.828649,9104.533087
591.863904,-148.041188,229.828649,9400.615463
591.864227,0.000000,-0.000000,9178.553681
591.864549,-296.082377,153.219100,9474.636058
591.864872,-222.061783,229.828649,9400.615463
591.865195,-296.082377,-0.000000,9400.615463
591.865517,-148.041188,-0.000000,9474.636058
591.865840,-296.082377,-0.000000,9622.677246
591.866163,-370.102971,383.047749,9474.636058
591.866485,0.000000,229.828649,9326.594869
591.866808,-296.082377,-153.219100,9474.636058
591.867131,0.000000,229.828649,9400.615463
591.867453,-296.082377,153.219100,9474.636058
591.867776,0.000000,306.438199,9400.615463
591.868099,0.000000,-0.000000,9252.574275
591.868421,-148.041188,459.657299,9400.615463
591.868744,0.000000,383.047749,9474.636058
591.869067,0.000000,153.219100,9326.594869
591.869389,0.000000,-0.000000,9400.615463
591.869712,0.000000,229.828649,9474.636058
591.870035,0.000000,-0.000000,9400.615463
591.870357,-222.061783,153.219100,9400.615463
591.870680,-222.061783,-0.000000,9474.636058
591.871003,-222.061783,-0.000000,9400.615463
591.871325,-296.082377,229.828649,9400.615463
591.871648,0.000000,-0.000000,9474.636058
591.871971,-148.041188,-0.000000,9400.615463
591.872293,0.000000,-0.000000,9252.574275
591.872616,0.000000,153.219100,9400.615463
591.872939,0.000000,689.485948,9474.636058
591.873261,-370.102971,229.828649,9400.615463
591.873584,-222.061783,-0.000000,9104.533087
591.873907,0.000000,-0.000000,9252.574275
591.874229,-296.082377,-0.000000,9326.594869
591.874552,0.000000,153.219100,9178.553681
591.874875,-148.041188,153.219100,9326.594869
591.875197,-370.102971,-0.000000,9474.636058
591.875520,-148.041188,229.828649,9178.553681
591.875843,0.000000,-0.000000,9326.594869
591.876165,-222.061783,306.438199,9252.574275
591.876488,0.000000,-0.000000,9400.615463
591.876810,0.000000,-0.000000,9326.594869
591.877133,-370.102971,-0.000000,9474.636058
591.877456,-296.082377,-0.000000,9474.636058
591.877778,-148.041188,153.219100,9326.594869
591.878101,0.000000,-0.000000,9326.594869
591.878424,-296.082377,229.828649,9400.615463
591.878746,0.000000,-0.000000,9400.615463
591.879069,0.000000,383.047749,9400.615463
591.879392,-148.041188,-0.000000,9400.615463
591.879714,0.000000,-0.000000,9400.615463
591.880037,370.102971,-0.000000,9696.697840
591.880360,-222.061783,229.828649,9474.636058
591.880682,0.000000,229.828649,9474.636058
591.881005,-148.041188,-0.000000,9400.615463
591.881327,0.000000,-229.828649,9400.615463
591.881650,-148.041188,383.047749,9474.636058
591.881973,-148.041188,-0.000000,9400.615463
591.882295,0.000000,-76.609550,9474.636058
591.882618,0.000000,306.438199,9474.636058
591.882940,0.000000,-0.000000,9178.553681
591.883263,0.000000,383.047749,9400.615463
591.883586,-148.041188,-0.000000,9474.636058
591.883908,0.000000,229.828649,9400.615463
591.884231,-148.041188,612.876398,9622.677246
591.884554,-296.082377,-0.000000,9474.636058
591.884876,-370.102971,153.219100,9474.636058
591.885199,-222.061783,229.828649,9400.615463
591.885521,-148.041188,-0.000000,9326.594869
591.885844,0.000000,-0.000000,9400.615463
591.886167,-222.061783,-0.000000,9400.615463
591.886489,0.000000,153.219100,9474.636058
591.886812,0.000000,229.828649,9178.553681
591.887134,0.000000,-153.219100,9252.574275
591.887457,-222.061783,306.438199,9474.636058
591.887780,0.000000,-0.000000,9474.636058
591.888102,-74.020594,306.438199,9400.615463
591.888425,-222.061783,-0.000000,9548.656652
591.888748,-148.041188,-0.000000,9474.636058
591.889070,-222.061783,-0.000000,9474.636058
591.889393,-222.061783,-0.000000,9252.574275
591.889715,0.000000,229.828649,9326.594869
591.890038,-370.102971,306.438199,9548.656652
591.890361,0.000000,306.438199,9252.574275
591.890683,-222.061783,153.219100,9400.615463
591.891006,-148.041188,-0.000000,9474.636058
591.891328,0.000000,-536.266849,9252.574275
591.891651,0.000000,-0.000000,9326.594869
591.891974,-222.061783,-0.000000,9252.574275
591.892296,-296.082377,-0.000000,9400.615463
591.892619,-296.082377,-153.219100,9770.718434
591.892942,-222.061783,306.438199,9474.636058
591.893264,0.000000,229.828649,9400.615463
591.893587,-296.082377,383.047749,9474.636058
591.893909,-518.144159,383.047749,9326.594869
591.894232,-370.102971,306.438199,9326.594869
591.894555,-148.041188,-0.000000,9474.636058
591.894877,-148.041188,-0.000000,9474.636058
591.895200,-296.082377,-0.000000,9400.615463
591.895522,74.020594,-0.000000,9326.594869
591.895845,-296.082377,229.828649,9400.615463
591.896168,-296.082377,383.047749,9474.636058
591.896490,-296.082377,306.438199,9474.636058
591.896813,0.000000,-0.000000,9400.615463
591.897135,-296.082377,306.438199,9474.636058
591.897458,-370.102971,153.219100,9474.636058
591.897781,-444.123565,153.219100,9474.636058
591.898103,-370.102971,229.828649,9326.594869
591.898426,74.020594,-76.609550,9326.594869
591.898749,-370.102971,229.828649,9400.615463
591.899071,0.000000,306.438199,9400.615463
591.899394,0.000000,-0.000000,9400.615463
591.899716,-518.144159,612.876398,9474.636058
591.900039,-222.061783,-0.000000,9252.574275
591.900362,0.000000,-0.000000,9178.553681
591.900684,0.000000,383.047749,9400.615463
591.901007,0.000000,229.828649,9326.594869
591.901329,-222.061783,-0.000000,9622.677246
591.901652,0.000000,383.047749,9400.615463
591.901975,-222.061783,76.609550,9326.594869
591.902297,-148.041188,459.657299,9400.615463
591.902620,-296.082377,229.828649,9252.574275
591.902943,0.000000,459.657299,9400.615463
591.903265,0.000000,-0.000000,9400.615463
591.903588,-222.061783,229.828649,9474.636058
591.903910,-444.123565,153.219100,9400.615463
591.904233,74.020594,306.438199,9326.594869
591.904556,0.000000,-0.000000,9326.594869
591.904878,-222.061783,-0.000000,9474.636058
591.905201,0.000000,-0.000000,9474.636058
591.905523,-148.041188,-0.000000,9622.677246
591.905846,0.000000,306.438199,9400.615463
591.906169,-148.041188,-0.000000,9326.594869
591.906491,0.000000,229.828649,9326.594869
591.906814,-148.041188,-76.609550,9178.553681
591.907137,-296.082377,-0.000000,9474.636058
591.907459,-296.082377,229.828649,9400.615463
591.907782,0.000000,306.438199,9326.594869
591.908104,-148.041188,306.438199,9400.615463
591.908427,-222.061783,153.219100,9622.677246
591.908750,-222.061783,76.609550,9400.615463
591.909072,-222.061783,-0.000000,9326.594869
591.909395,-370.102971,-0.000000,9326.594869
591.909717,-296.082377,153.219100,9474.636058
591.910040,-370.102971,153.219100,9474.636058
591.910363,0.000000,-0.000000,9178.553681
591.910685,0.000000,229.828649,9326.594869
591.911008,0.000000,-0.000000,9252.574275
591.911331,0.000000,153.219100,9252.574275
591.911653,-148.041188,153.219100,9326.594869
591.911976,-296.082377,229.828649,9400.615463
591.912298,-370.102971,-0.000000,9326.594869
591.912621,222.061783,-459.657299,9400.615463
591.912944,0.000000,-0.000000,9400.615463
591.913266,0.000000,-0.000000,9474.636058
591.913589,-222.061783,153.219100,9474.636058
591.913911,-370.102971,-153.219100,9474.636058
591.914234,-222.061783,153.219100,9474.636058
591.914557,-148.041188,229.828649,9326.594869
591.914879,0.000000,229.828649,9252.574275
591.915202,0.000000,-0.000000,9474.636058
591.915524,-148.041188,306.438199,9178.553681
591.915847,0.000000,-0.000000,9400.615463
